CodigoCliente;Titulo;PrimeiroNome;UltimoNome;Idade;Sexo;Endereco;Cidade;UFCompleto;CEP;Pais;PaisCompleto;Email;RendaMensal;PercentualUtilizacaoLimite;QtdTransacoesNegadas;AnosDeRelacionamentoBanco;JaUsouChequeEspecial;QtdEmprestimos;NumeroAtendimentos;TMA;IndiceSatisfacao;Saldo;CLTV;CanalPref;Churn;UF;mail_domain
129;Sr.;Kaua;Almeida;37;Masculino;Rua João Nunes da Costa 717;Itapetininga;São Paulo;18211-196;BR;Brazil;KauaRochaAlmeida@rhyta.com;8845;0.81;7;2;1;3;44;169;0;4384;85;Email;1;SP;rhyta.com
130;Sra.;Vitória;Cunha;59;Feminino;Rua Catarina Alves 33;Itabuna;Bahia;45602-180;BR;Brazil;VitoriaCarvalhoCunha@jourrapide.com;6462;0.92;5;1;0;5;22;70;1;4604;52;Ligacao;1;BA;jourrapide.com
131;Sr.;Douglas;Cunha;64;Masculino;Rua Valentim Nicolai 528;São Paulo;São Paulo;05571-170;BR;Brazil;DouglasCorreiaCunha@jourrapide.com;9474;0.92;12;10;0;4;36;72;1;3649;52;SMS;1;SP;jourrapide.com
132;Sra.;Vitoria;Correia;19;Feminino;Rua Santa Rita de Cássia 1148;Guarulhos;São Paulo;07021-050;BR;Brazil;VitoriaRodriguesCorreia@teleworm.us;5740;0.9;12;17;1;5;37;131;2;5587;55;Email;1;SP;teleworm.us
133;Sra.;Thaís;Santos;59;Feminino;Rua Pedro José de Moura 1560;Uberlândia;Minas Gerais;38414-206;BR;Brazil;ThaisFernandesSantos@rhyta.com;9655;0.3;1;3;1;3;3;0;4;6334;32;Email;0;MG;rhyta.com
134;Sra.;Alice;Azevedo;28;Feminino;Travessa F 1580;Ananindeua;Pará;67033-490;BR;Brazil;AliceGomesAzevedo@dayrep.com;9891;0.85;7;4;0;0;14;179;0;6693;42;Email;1;PA;dayrep.com
135;Sra.;Bruna;Azevedo;36;Feminino;Rua Gabriel Antunes Maciel 1068;Salto;São Paulo;13323-470;BR;Brazil;BrunaCostaAzevedo@einrot.com;8576;1.0;1;11;0;5;18;197;1;569;64;Email;1;SP;einrot.com
136;Sra.;Carla;Pinto;24;Feminino;Vila Pará 655;Fortaleza;Ceará;60711-410;BR;Brazil;CarlaBarbosaPinto@rhyta.com;4376;1.0;1;20;1;0;50;55;0;3753;50;Push;1;CE;rhyta.com
137;Sra.;Lara;Cavalcanti;20;Feminino;Rua Barão Capanema 1586;Rio de Janeiro;Rio de Janeiro;23042-380;BR;Brazil;LaraRodriguesCavalcanti@cuvox.de;6124;1.0;10;5;0;2;37;88;3;333;70;Ligacao;1;RJ;cuvox.de
138;Sra.;Beatrice;Goncalves;51;Feminino;Rua Pioneiro Simão Romero 1529;Maringá;Paraná;87020-550;BR;Brazil;BeatriceSantosGoncalves@jourrapide.com;3550;0.3;6;5;0;4;2;4;5;5625;86;Push;1;PR;jourrapide.com
139;Sra.;Raissa;Barros;65;Feminino;Travessa Peregrino Filho 211;Patos;Paraíba;58700-455;BR;Brazil;RaissaRodriguesBarros@superrito.com;6648;0.09;0;9;0;4;2;7;4;2943;77;SMS;1;PB;superrito.com
140;Sr.;Kaua;Goncalves;58;Masculino;Rua Monsenhor João José de Azevedo 72;São Paulo;São Paulo;03266-020;BR;Brazil;KauaFerreiraGoncalves@superrito.com;7499;0.23;13;20;0;4;2;1;4;3074;81;Push;1;SP;superrito.com
141;Sr.;Luan;Lima;62;Masculino;Avenida Contorno 940;Recife;Pernambuco;51150-160;BR;Brazil;LuanAlvesLima@superrito.com;3121;0.85;7;8;0;3;29;83;0;764;33;Push;1;PE;superrito.com
142;Sra.;Isabelle;Gomes;36;Feminino;Avenida Ettore Turelli 1088;Ribeirão Pires;São Paulo;09441-010;BR;Brazil;IsabelleAzevedoGomes@superrito.com;5828;0.12;9;7;0;4;1;1;5;7514;39;Push;1;SP;superrito.com
143;Dr.;Murilo;Silva;18;Masculino;Rua Marechal Emanuel Marques Porto 357;São Paulo;São Paulo;04855-070;BR;Brazil;MuriloAzevedoSilva@einrot.com;7537;0.9;6;18;0;3;19;43;3;9816;85;Ligacao;1;SP;einrot.com
144;Sr.;Enzo;Azevedo;29;Masculino;Praça dos Expedicionários 669;Santo André;São Paulo;09071-330;BR;Brazil;EnzoGomesAzevedo@jourrapide.com;3907;0.88;4;18;1;2;21;198;1;6814;60;Ligacao;1;SP;jourrapide.com
145;Sr.;Julian;Pinto;29;Masculino;Rua Santa Isabel 1521;Chapecó;Santa Catarina;89813-160;BR;Brazil;JulianFernandesPinto@cuvox.de;7066;0.86;7;0;0;4;29;157;2;7310;37;SMS;1;SC;cuvox.de
146;Sr.;Luís;Santos;55;Masculino;Travessa Loanda 1361;Colombo;Paraná;83410-620;BR;Brazil;LuisMartinsSantos@rhyta.com;8639;0.99;9;3;1;3;25;90;0;2931;38;Email;1;PR;rhyta.com
147;Sr.;Martim;Ferreira;23;Masculino;Rua São Pedro 1183;Belo Horizonte;Minas Gerais;30512-420;BR;Brazil;MartimCostaFerreira@einrot.com;7806;1.0;9;6;0;4;11;150;0;2393;69;Push;1;MG;einrot.com
148;Sr.;Carlos;Costa;29;Masculino;Rua Antônio Heck 1642;Cruz Alta;Rio Grande do Sul;98050-400;BR;Brazil;CarlosOliveiraCosta@einrot.com;8495;0.36;3;13;0;4;3;1;4;1462;83;Push;1;RS;einrot.com
149;Sra.;Gabriela;Lima;42;Feminino;Rua da Paz 245;Franca;São Paulo;14403-121;BR;Brazil;GabrielaGoncalvesLima@einrot.com;8226;0.14;1;0;0;1;2;2;5;113;53;Push;1;SP;einrot.com
150;Sra.;Emily;Cunha;50;Feminino;Rua A 3 1307;Goiânia;Goiás;74365-040;BR;Brazil;EmilyRibeiroCunha@rhyta.com;7110;0.86;10;0;0;2;27;134;3;3756;42;Email;1;GO;rhyta.com
151;Sra.;Ágatha;Cavalcanti;53;Feminino;Rua JC 58 842;Goiânia;Goiás;74481-440;BR;Brazil;AgathaGomesCavalcanti@cuvox.de;9089;0.16;6;4;0;3;3;3;4;8601;79;Push;1;GO;cuvox.de
152;Sr.;Davi;Barbosa;21;Masculino;Passagem Ceará 682;Belém;Pará;66073-130;BR;Brazil;DaviCardosoBarbosa@fleckens.hu;7641;0.05;7;1;0;4;3;7;5;5426;30;Email;1;PA;fleckens.hu
153;Sr.;Igor;Sousa;66;Masculino;Rua Coronel Ponciano 1415;Dourados;Mato Grosso do Sul;79831-230;BR;Brazil;IgorMeloSousa@jourrapide.com;7575;0.27;8;10;0;3;2;4;5;2734;82;SMS;1;MS;jourrapide.com
154;Sra.;Luiza;Souza;40;Feminino;Rua Lontras 52;Joinville;Santa Catarina;89210-160;BR;Brazil;LuizaCorreiaSouza@superrito.com;5581;0.91;0;11;1;1;43;32;0;9315;73;Ligacao;1;SC;superrito.com
155;Sr.;José;Rocha;21;Masculino;Rua Amado Melo 115;Varginha;Minas Gerais;37014-620;BR;Brazil;JoseDiasRocha@gustr.com;5578;1.0;6;5;1;4;25;180;1;4110;41;Push;1;MG;gustr.com
156;Sra.;Maria;Azevedo;26;Feminino;Rua José Pedro Maduro 1071;Rio de Janeiro;Rio de Janeiro;23071-050;BR;Brazil;MariaMeloAzevedo@dayrep.com;3751;0.5;0;8;0;1;2;0;4;3939;65;SMS;1;RJ;dayrep.com
157;Sr.;Luiz;Rocha;27;Masculino;Rua Carlos Inácio Alves 1372;Londrina;Paraná;86038-390;BR;Brazil;LuizBarbosaRocha@fleckens.hu;9690;1.0;14;16;0;5;18;100;0;3821;54;SMS;1;PR;fleckens.hu
158;Sr.;Victor;Cardoso;25;Masculino;Rua Quarenta e Cinco 276;Ituiutaba;Minas Gerais;38300-012;BR;Brazil;VictorGoncalvesCardoso@jourrapide.com;4184;0.98;10;7;0;3;49;153;0;4395;49;SMS;1;MG;jourrapide.com
168;Sr.;Kauê;Melo;32;Masculino;Travessa A 271;Alvorada;Rio Grande do Sul;94810-480;BR;Brazil;KaueSousaMelo@teleworm.us;9599;0.47;7;11;0;5;1;6;5;894;75;Push;0;RS;teleworm.us
169;Sr.;Luan;Ribeiro;19;Masculino;Rua Hedair Labre Franca 687;São Paulo;São Paulo;05567-100;BR;Brazil;LuanPintoRibeiro@dayrep.com;4279;0.98;6;13;1;2;27;118;1;716;77;Ligacao;1;SP;dayrep.com
170;Dr.;Julia;Cardoso;24;Feminino;Rua Portugal 1197;Taubaté;São Paulo;12030-230;BR;Brazil;JuliaAraujoCardoso@teleworm.us;9080;0.85;4;5;0;5;40;114;0;375;34;Ligacao;1;SP;teleworm.us
171;Sr.;Enzo;Rocha;51;Masculino;Rua Oitenta e Um 1921;Timóteo;Minas Gerais;35180-260;BR;Brazil;EnzoFerreiraRocha@cuvox.de;3403;0.0;6;11;1;0;3;4;4;726;65;SMS;0;MG;cuvox.de
172;Sra.;Rebeca;Fernandes;49;Feminino;Rua Nova 248;Belford Roxo;Rio de Janeiro;26167-185;BR;Brazil;RebecaFerreiraFernandes@cuvox.de;8830;0.0;15;16;0;3;3;0;4;149;90;Email;0;RJ;cuvox.de
173;Sra.;Julieta;Oliveira;61;Feminino;Rua Heitor de Souza 303;São José do Rio Preto;São Paulo;15046-657;BR;Brazil;JulietaCostaOliveira@superrito.com;6069;0.01;5;6;0;5;2;0;5;7045;90;SMS;0;SP;superrito.com
174;Sra.;Manuela;Gomes;42;Feminino;Rua Vicente Soares da Costa 721;São Paulo;São Paulo;02755-000;BR;Brazil;ManuelaCardosoGomes@teleworm.us;8532;0.83;2;17;0;3;50;191;2;2080;64;Push;1;SP;teleworm.us
175;Sra.;Livia;Pereira;22;Feminino;Praça Bolivar 847;Duque de Caxias;Rio de Janeiro;25055-460;BR;Brazil;LiviaLimaPereira@superrito.com;7256;0.42;11;1;0;2;2;1;4;6274;48;Push;0;RJ;superrito.com
176;Sra.;Rebeca;Castro;38;Feminino;Via de Pedestre Águas Vermelhas 337;São Paulo;São Paulo;03641-080;BR;Brazil;RebecaSilvaCastro@einrot.com;5043;0.5;13;11;1;3;3;1;4;8958;49;Email;0;SP;einrot.com
177;Sra.;Marisa;Cavalcanti;29;Feminino;Rua PL 6 1214;Goiânia;Goiás;74820-049;BR;Brazil;MarisaMartinsCavalcanti@gustr.com;9201;1.0;0;12;1;0;33;147;1;5034;35;Ligacao;1;GO;gustr.com
178;Sra.;Júlia;Cardoso;61;Feminino;Rua Vinte 1080;Bauru;São Paulo;17030-052;BR;Brazil;JuliaGoncalvesCardoso@jourrapide.com;5991;1.0;2;2;0;0;29;125;0;2550;55;SMS;1;SP;jourrapide.com
179;Sra.;Gabrielle;Santos;62;Feminino;Rua Gonçalves Ledo 1675;Ourinhos;São Paulo;19913-050;BR;Brazil;GabrielleMeloSantos@jourrapide.com;5502;0.96;12;19;1;2;21;143;0;4171;61;Push;1;SP;jourrapide.com
202;Sr.;Diogo;Costa;18;Masculino;Rua do Aço 1773;Fortaleza;Ceará;60330-430;BR;Brazil;DiogoCavalcantiCosta@dayrep.com;7853;0.91;2;14;0;4;22;38;3;1378;72;Ligacao;1;CE;dayrep.com
203;Sra.;Carolina;Ferreira;50;Feminino;Rua Ângelo Cristóforo 354;São Paulo;São Paulo;05587-080;BR;Brazil;CarolinaAlvesFerreira@gustr.com;7972;0.87;7;10;0;1;22;60;0;724;84;Email;1;SP;gustr.com
204;Sra.;Mariana;Carvalho;65;Feminino;Rua Astir Seraphin Gebara 1514;Campinas;São Paulo;13057-544;BR;Brazil;MarianaFerreiraCarvalho@dayrep.com;4121;0.33;3;5;1;3;3;1;4;10000;61;Email;0;SP;dayrep.com
205;Sr.;Leonardo;Ferreira;21;Masculino;Quadra CL 318 Bloco E 1649;Santa Maria;Distrito Federal;72548-235;BR;Brazil;LeonardoDiasFerreira@armyspy.com;9965;0.98;1;20;0;2;40;193;1;9152;72;Push;1;DF;armyspy.com
206;Sr.;Martim;Oliveira;65;Masculino;Rua Francisco Jerônimo Leite 912;Sorocaba;São Paulo;18074-593;BR;Brazil;MartimRodriguesOliveira@gustr.com;9832;0.18;13;11;0;3;1;7;5;2921;90;Email;0;SP;gustr.com
207;Sra.;Sarah;Pereira;39;Feminino;Travessa Josefa Olivera Cumpian 311;São Paulo;São Paulo;04225-040;BR;Brazil;SarahCardosoPereira@dayrep.com;3401;0.06;5;3;1;3;2;3;4;6904;89;SMS;0;SP;dayrep.com
208;Sra.;Marisa;Fernandes;63;Feminino;Rua Azor Garcia dos Santos 155;Bauru;São Paulo;17066-436;BR;Brazil;MarisaCostaFernandes@rhyta.com;3344;0.35;10;13;0;3;2;5;4;4310;84;Push;0;SP;rhyta.com
209;Sra.;Marisa;Castro;50;Feminino;Travessa Dezenove de Novembro 1989;Capanema;Pará;68703-160;BR;Brazil;MarisaSilvaCastro@teleworm.us;6526;0.09;1;19;0;1;2;5;5;6520;68;Ligacao;0;PA;teleworm.us
210;Sra.;Larissa;Araujo;30;Feminino;Rua dos Gaviões 700;Várzea Grande;Mato Grosso;78118-570;BR;Brazil;LarissaCardosoAraujo@rhyta.com;5201;0.5;11;11;0;4;1;5;4;3118;62;Email;0;MT;rhyta.com
211;Sra.;Sarah;Alves;60;Feminino;Quadra QNO 19 Conjunto 43 484;Ceilândia;Distrito Federal;72261-043;BR;Brazil;SarahCunhaAlves@jourrapide.com;8535;0.48;5;10;1;5;3;1;4;1220;59;Email;0;DF;jourrapide.com
212;Sr.;Renan;Barbosa;63;Masculino;Rua Leoporino Campos Leite 802;Mogi das Cruzes;São Paulo;08752-170;BR;Brazil;RenanDiasBarbosa@fleckens.hu;3468;0.82;1;20;1;3;45;38;2;2253;49;Ligacao;1;SP;fleckens.hu
213;Sr.;Fábio;Oliveira;44;Masculino;Avenida Projetada Um 712;Petrolina;Pernambuco;56314-510;BR;Brazil;FabioAzevedoOliveira@armyspy.com;9643;1.0;7;17;0;0;39;70;0;2775;35;Ligacao;1;PE;armyspy.com
214;Sra.;Bruna;Castro;19;Feminino;Beco João Beraldino 1192;Serra;Espírito Santo;29177-195;BR;Brazil;BrunaSantosCastro@teleworm.us;3741;0.94;7;11;0;5;27;173;0;3079;74;SMS;1;ES;teleworm.us
215;Sra.;Isabelle;Gomes;28;Feminino;Rua São Francisco 135;Itapecerica da Serra;São Paulo;06856-805;BR;Brazil;IsabelleAraujoGomes@teleworm.us;8634;0.29;12;7;1;1;1;8;5;1814;57;Ligacao;0;SP;teleworm.us
216;Sra.;Isabelle;Cardoso;57;Feminino;Quadra Quadra 605 Conjunto 08-A 1655;Recanto das Emas;Distrito Federal;72641-131;BR;Brazil;IsabelleGomesCardoso@rhyta.com;5751;0.35;0;6;0;4;2;2;4;877;41;SMS;0;DF;rhyta.com
217;Sra.;Thaís;Cavalcanti;60;Feminino;Rua Itapoá 678;Queimados;Rio de Janeiro;26371-170;BR;Brazil;ThaisGoncalvesCavalcanti@rhyta.com;5420;0.92;15;14;1;0;22;195;2;6330;48;Ligacao;1;RJ;rhyta.com
218;Sr.;Kauê;Costa;41;Masculino;Rua Matilde Cavalcante de Oliveira 393;João Pessoa;Paraíba;58058-028;BR;Brazil;KaueRodriguesCosta@superrito.com;4382;0.9;2;20;0;0;29;72;2;8232;33;Ligacao;1;PB;superrito.com
219;Sra.;Maria;Fernandes;56;Feminino;Praça José Pisapia 615;Osasco;São Paulo;06020-210;BR;Brazil;MariaLimaFernandes@superrito.com;5113;1.0;3;4;0;4;24;87;3;9709;86;Email;1;SP;superrito.com
220;Sr.;Mateus;Fernandes;40;Masculino;Rua Dilceia Marchon Ferro 1920;São Gonçalo;Rio de Janeiro;24724-030;BR;Brazil;MateusCardosoFernandes@cuvox.de;7125;0.37;8;15;0;2;2;5;4;4398;69;SMS;0;RJ;cuvox.de
221;Sr.;Ryan;Pinto;24;Masculino;Rua Paulista 789;Aparecida de Goiânia;Goiás;74915-200;BR;Brazil;RyanAlvesPinto@fleckens.hu;9355;1.0;4;6;0;0;24;85;3;7663;70;Push;1;GO;fleckens.hu
222;Sra.;Camila;Azevedo;27;Feminino;Quadra Quadra 801 Conjunto 05-A 1541;Recanto das Emas;Distrito Federal;72650-030;BR;Brazil;CamilaMeloAzevedo@superrito.com;4989;0.3;2;0;0;2;2;3;4;7152;56;Push;0;DF;superrito.com
223;Sra.;Gabriela;Ferreira;37;Feminino;Rua Júlio Spiandorelli 238;Valinhos;São Paulo;13277-116;BR;Brazil;GabrielaSousaFerreira@dayrep.com;4195;0.45;0;4;0;5;1;6;5;4787;47;Ligacao;0;SP;dayrep.com
224;Sra.;Sarah;Correia;61;Feminino;Rua Marcos Margulies 1247;Rio de Janeiro;Rio de Janeiro;23067-370;BR;Brazil;SarahRibeiroCorreia@gustr.com;5707;0.94;15;8;0;4;11;0;1;7621;79;Ligacao;1;RJ;gustr.com
225;Sra.;Melissa;Almeida;20;Feminino;Rua Maria Adriano Benjamin 1938;Blumenau;Santa Catarina;89027-785;BR;Brazil;MelissaAzevedoAlmeida@jourrapide.com;8925;1.0;8;14;0;2;19;0;2;846;80;Email;1;SC;jourrapide.com
226;Sr.;Martim;Correia;52;Masculino;Estrada Santa Rita 1891;Itaguaí;Rio de Janeiro;23840-260;BR;Brazil;MartimRochaCorreia@armyspy.com;5831;0.5;10;10;0;2;3;1;4;6428;32;Ligacao;0;RJ;armyspy.com
227;Sra.;Yasmin;Pereira;31;Feminino;Rua Dez 73;Atibaia;São Paulo;12949-461;BR;Brazil;YasminGomesPereira@cuvox.de;4157;0.82;0;10;0;2;42;0;1;4751;51;Ligacao;1;SP;cuvox.de
228;Sr.;Guilherme;Pereira;65;Masculino;Rua Cândido Portinari 248;Nova Iguaçu;Rio de Janeiro;26050-610;BR;Brazil;GuilhermeDiasPereira@jourrapide.com;3171;0.1;7;18;0;1;2;1;5;1753;83;Push;0;RJ;jourrapide.com
229;Sra.;Raissa;Souza;53;Feminino;Praça Francisca Rodrigues do Amaral 949;Londrina;Paraná;86070-105;BR;Brazil;RaissaMartinsSouza@dayrep.com;3291;1.0;1;13;0;4;16;0;1;2463;76;Ligacao;1;PR;dayrep.com
230;Sr.;Antônio;Barros;18;Masculino;Rua Nove 1350;Jaú;São Paulo;17210-819;BR;Brazil;AntonioCarvalhoBarros@einrot.com;4242;0.3;10;5;0;0;2;8;5;601;30;SMS;0;SP;einrot.com
231;Sr.;Leonardo;Santos;60;Masculino;Rua Hilton de Aragão 1541;Campina Grande;Paraíba;58107-582;BR;Brazil;LeonardoCavalcantiSantos@armyspy.com;4570;0.33;10;3;1;2;3;2;4;4232;46;Email;0;PB;armyspy.com
232;Sr.;Thiago;Goncalves;32;Masculino;Rua Pedro Maria Binot 1509;Petrópolis;Rio de Janeiro;25715-510;BR;Brazil;ThiagoCorreiaGoncalves@teleworm.us;8418;0.95;11;13;0;3;36;0;1;1408;71;Ligacao;1;RJ;teleworm.us
233;Sr.;Pedro;Ferreira;50;Masculino;Rua do Golfinho 1871;Barueri;São Paulo;06412-200;BR;Brazil;PedroPereiraFerreira@superrito.com;4412;0.5;2;11;0;3;2;1;5;1987;40;SMS;0;SP;superrito.com
234;Sr.;Gabriel;Alves;66;Masculino;Rua Projetada 1673;Rio de Janeiro;Rio de Janeiro;23097-745;BR;Brazil;GabrielOliveiraAlves@dayrep.com;8093;0.11;12;14;0;2;2;6;5;2495;51;Ligacao;0;RJ;dayrep.com
235;Sra.;Isabela;Azevedo;48;Feminino;Rua Rui Barbosa 1913;Esteio;Rio Grande do Sul;93270-420;BR;Brazil;IsabelaSousaAzevedo@jourrapide.com;4072;0.93;9;4;0;2;22;0;0;8525;33;SMS;1;RS;jourrapide.com
236;Sra.;Leila;Barbosa;41;Feminino;Rua João Bauer 637;Itajaí;Santa Catarina;88301-500;BR;Brazil;LeilaSousaBarbosa@teleworm.us;4652;0.12;8;8;1;2;2;2;5;7014;56;SMS;0;SC;teleworm.us
237;Sra.;Vitória;Pinto;36;Feminino;Quadra QNL 03 Conjunto B 38;Taguatinga;Distrito Federal;72150-302;BR;Brazil;VitoriaAraujoPinto@jourrapide.com;3606;0.05;7;19;1;4;1;5;5;5501;70;Push;0;DF;jourrapide.com
238;Sr.;Julian;Correia;57;Masculino;Rua Benjamim Constant 1898;Sumaré;São Paulo;13172-660;BR;Brazil;JulianMartinsCorreia@einrot.com;8721;1.0;4;3;0;1;14;0;0;7510;74;Push;1;SP;einrot.com
239;Sra.;Larissa;Dias;37;Feminino;Rua João Kososki 413;Curitiba;Paraná;81200-080;BR;Brazil;LarissaRibeiroDias@rhyta.com;5045;0.27;13;15;0;0;1;4;4;7653;31;Push;0;PR;rhyta.com
240;Sra.;Amanda;Rodrigues;59;Feminino;Rua Presidente Eurico Gaspar Dutra 379;Lins;São Paulo;16402-160;BR;Brazil;AmandaBarrosRodrigues@jourrapide.com;3718;0.86;13;7;1;0;45;0;0;269;74;SMS;1;SP;jourrapide.com
241;Sr.;Leonardo;Barros;54;Masculino;Praça do Rosário 432;Barbacena;Minas Gerais;36200-064;BR;Brazil;LeonardoCunhaBarros@armyspy.com;5125;0.41;4;0;0;2;2;4;4;2053;88;Push;0;MG;armyspy.com
242;Sr.;João;Martins;37;Masculino;Rua Monte Castelo 276;Caruaru;Pernambuco;55006-170;BR;Brazil;JoaoPereiraMartins@cuvox.de;8458;0.99;13;14;1;5;47;0;3;7052;76;Email;1;PE;cuvox.de
243;Sr.;Vinícius;Ribeiro;45;Masculino;Rua Benedito Cardoso 500;Assis;São Paulo;19815-153;BR;Brazil;ViniciusCunhaRibeiro@fleckens.hu;5804;0.35;1;19;0;0;2;8;5;9531;88;Email;0;SP;fleckens.hu
244;Sra.;Gabriela;Barbosa;61;Feminino;Rua do Bromato 245;Abreu e Lima;Pernambuco;53510-300;BR;Brazil;GabrielaCorreiaBarbosa@dayrep.com;8280;0.16;6;14;0;5;2;1;5;1256;87;Push;0;PE;dayrep.com
245;Sra.;Melissa;Cardoso;64;Feminino;Rua São Luiz 1688;Foz do Iguaçu;Paraná;85870-270;BR;Brazil;MelissaCunhaCardoso@dayrep.com;3143;0.82;11;20;0;5;13;34;3;9643;83;Email;1;PR;dayrep.com
246;Sra.;Vitória;Goncalves;63;Feminino;Rua Cento e Cinquenta e Três 1714;Abreu e Lima;Pernambuco;53530-398;BR;Brazil;VitoriaSousaGoncalves@dayrep.com;4537;1.0;11;1;0;0;29;53;3;5129;43;Push;1;PE;dayrep.com
247;Sra.;Mariana;Ferreira;66;Feminino;Rua 38 942;Manaus;Amazonas;69038-650;BR;Brazil;MarianaCunhaFerreira@fleckens.hu;5811;0.01;2;6;0;1;3;5;5;6245;86;Email;0;AM;fleckens.hu
248;Sra.;Gabriela;Almeida;24;Feminino;Rua Casemiro de Abreu 1918;São Caetano do Sul;São Paulo;09531-050;BR;Brazil;GabrielaCavalcantiAlmeida@fleckens.hu;3869;0.86;15;9;0;5;13;199;2;1797;83;Email;1;SP;fleckens.hu
249;Sr.;Murilo;Ribeiro;54;Masculino;Rua José Três 489;Cachoeiro de Itapemirim;Espírito Santo;29301-441;BR;Brazil;MuriloCorreiaRibeiro@jourrapide.com;3776;1.0;11;15;0;2;25;190;0;5592;54;Email;1;ES;jourrapide.com
250;Sr.;Matheus;Costa;55;Masculino;Avenida Rússia 1604;Santana de Parnaíba;São Paulo;06523-115;BR;Brazil;MatheusPereiraCosta@armyspy.com;5186;0.98;1;14;0;5;36;33;0;2466;80;Push;1;SP;armyspy.com
251;Sr.;Rodrigo;Souza;32;Masculino;Rua Doutor Tupiniquins 724;Montes Claros;Minas Gerais;39400-456;BR;Brazil;RodrigoGomesSouza@teleworm.us;7360;0.36;12;1;0;1;2;7;5;9156;42;Email;0;MG;teleworm.us
252;Sra.;Yasmin;Martins;55;Feminino;Rua Dom Pedro I 950;Amparo;São Paulo;13901-200;BR;Brazil;YasminOliveiraMartins@einrot.com;7276;0.26;1;9;0;3;3;4;4;7509;44;Push;0;SP;einrot.com
253;Sra.;Alice;Pinto;48;Feminino;Rua Açude do Gavião 1747;Natal;Rio Grande do Norte;59133-260;BR;Brazil;AliceAzevedoPinto@gustr.com;9393;0.87;8;1;1;1;41;189;2;5811;32;Email;1;RN;gustr.com
254;Sra.;Sofia;Cardoso;55;Feminino;Avenida Osmira Moreira dos Santos 825;Goiânia;Goiás;74484-725;BR;Brazil;SofiaCavalcantiCardoso@armyspy.com;4062;0.33;14;16;1;5;2;0;5;9936;53;SMS;0;GO;armyspy.com
255;Sr.;Nicolas;Oliveira;49;Masculino;Travessa Jatiúca 671;Maceió;Alagoas;57035-705;BR;Brazil;NicolasAzevedoOliveira@fleckens.hu;7005;0.49;13;18;0;3;3;7;4;9550;42;Ligacao;0;AL;fleckens.hu
256;Sr.;José;Carvalho;57;Masculino;Rua Professor Gastão Strang 1224;São Paulo;São Paulo;04722-070;BR;Brazil;JoseCastroCarvalho@rhyta.com;6671;0.85;1;13;0;1;20;182;2;1281;35;Ligacao;1;SP;rhyta.com
257;Sr.;Lucas;Dias;27;Masculino;Escada Francisco Pereira Andrade 297;Vitória;Espírito Santo;29016-015;BR;Brazil;LucasAzevedoDias@einrot.com;3622;0.93;4;0;1;4;31;54;1;1172;85;Push;1;ES;einrot.com
258;Sr.;Luis;Rodrigues;29;Masculino;Rua Ângelo Louvatti 514;Cariacica;Espírito Santo;29148-220;BR;Brazil;LuisGoncalvesRodrigues@einrot.com;6404;0.95;6;9;1;0;39;96;2;6245;35;Email;1;ES;einrot.com
259;Sra.;Isabella;Correia;33;Feminino;Avenida Etiene da Silva Nóbrega 1197;Belém;Pará;66840-010;BR;Brazil;IsabellaAlvesCorreia@dayrep.com;9943;0.19;15;14;0;3;3;8;5;3054;48;Ligacao;0;PA;dayrep.com
260;Sra.;Julia;Azevedo;46;Feminino;Rua Reinaldo Ceccon 829;Colombo;Paraná;83407-220;BR;Brazil;JuliaPereiraAzevedo@fleckens.hu;8387;0.39;4;15;0;1;3;1;4;6871;88;Email;0;PR;fleckens.hu
261;Sra.;Isabelle;Correia;30;Feminino;Rua Sílvio Fracari 1214;Mauá;São Paulo;09350-435;BR;Brazil;IsabelleMartinsCorreia@cuvox.de;5713;0.16;4;0;0;3;1;0;5;2801;81;Ligacao;0;SP;cuvox.de
262;Sra.;Carla;Souza;31;Feminino;Travessa B 764;Rio de Janeiro;Rio de Janeiro;23010-295;BR;Brazil;CarlaGomesSouza@einrot.com;8470;1.0;0;20;0;5;50;94;1;659;32;Ligacao;1;RJ;einrot.com
263;Dr.;Tomás;Santos;27;Masculino;Travessa Holanda Pessoa 72;Castanhal;Pará;68740-450;BR;Brazil;TomasGoncalvesSantos@gustr.com;8706;0.5;5;19;0;0;2;3;5;8321;35;Ligacao;0;PA;gustr.com
264;Sra.;Larissa;Rodrigues;61;Feminino;Avenida dos Curiós 1935;São Luís;Maranhão;65095-460;BR;Brazil;LarissaSilvaRodrigues@fleckens.hu;3982;0.25;11;14;0;2;1;4;5;706;47;Email;0;MA;fleckens.hu
265;Sr.;Vinicius;Alves;38;Masculino;Quadra QR 503 Conjunto 06 1225;Samambaia;Distrito Federal;72311-606;BR;Brazil;ViniciusRodriguesAlves@gustr.com;5408;0.96;4;5;0;0;39;162;0;6101;84;Push;1;DF;gustr.com
266;Sra.;Leonor;Silva;63;Feminino;Quadra Quadra 245 1936;Luziânia;Goiás;72859-245;BR;Brazil;LeonorCastroSilva@armyspy.com;8562;0.0;5;19;0;0;2;7;4;7191;56;Push;0;GO;armyspy.com
267;Sra.;Beatriz;Sousa;63;Feminino;Rua Dionísio 1066;São Paulo;São Paulo;03738-240;BR;Brazil;BeatrizCunhaSousa@cuvox.de;9528;1.0;2;0;0;1;45;162;3;1528;32;Ligacao;1;SP;cuvox.de
